DUID,Pickle_Site_Name,Excel_Site_Name,Pickle_Region,Excel_Region,Pickle_Owner,Excel_Owner,Pickle_Capacity_MW,Excel_Capacity_MW,Pickle_Storage_MWh,Excel_Storage_MWh,Pickle_Fuel,Excel_Fuel,Differences
REECE2,Reece,Reece,TAS1,TAS1,Hydro-Electric Corporation,Hydro-Electric Corporation,115.6,115.6,0.0,,Water,Hydro - Water,Fuel
REPULSE,Repulse,Repulse,TAS1,TAS1,Hydro-Electric Corporation,Hydro-Electric Corporation,28.0,28.0,0.0,,Water,Hydro - Water,Fuel
RESS1G,Riverina Energy Storage System 1,Riverina Energy Storage System 1,NSW1,NSW1,Shell New Energies Australia Pty Ltd,Shell New Energies Australia Pty Ltd,60.0,60.0,120.0,120.0,Battery Storage,Other - Other,Fuel
RIVNB2,Riverina Energy Storage System 2,Riverina Energy Storage System 2,NSW1,NSW1,RESS 2 Pty Ltd,RESS 2 Pty Ltd,65.0,65.0,130.0,130.0,Battery Storage,Other - Other,Fuel
ROMA_7,Roma,Roma,QLD1,QLD1,Origin Energy Power Limited,Origin Energy Power Limited,40.0,40.0,0.0,,OCGT,Fossil - Natural Gas Pipeline,Fuel
ROMA_8,Roma,Roma,QLD1,QLD1,Origin Energy Power Limited,Origin Energy Power Limited,40.0,40.0,0.0,,OCGT,Fossil - Natural Gas Pipeline,Fuel
ROWALLAN,Rowallan,Rowallan,TAS1,TAS1,Hydro-Electric Corporation,Hydro-Electric Corporation,10.5,10.5,0.0,,Water,Hydro - Water,Fuel
ROYALLA1,Royalla Solar Farm,Royalla Solar Farm,NSW1,NSW1,Royalla Asset Pty Ltd ATF Royalla Asset Trust,Royalla Asset Pty Ltd ATF Royalla Asset Trust,20.0,1.0,0.0,,Solar,Solar - Solar,"Capacity(MW), Fuel"
RPCG,Rocky Point Sugar Mill Cogeneration Plant,Rocky Point Sugar Mill Cogeneration Plant,QLD1,QLD1,W.H.Heck and Sons Pty Ltd,W.H.Heck and Sons Pty Ltd,30.0,30.0,0.0,,Biomass,Renewable Biomass or Waste - Bagasse,Fuel
RRSF1,Ross River Solar Farm,Ross River Solar Farm,QLD1,QLD1,Ross River Operations Pty Ltd as the Trustee for the Ross River Operations Trust,Ross River Operations Pty Ltd as the Trustee for the Ross River Operations Trust,128.0,2.0,0.0,,Solar,Solar - Solar,"Capacity(MW), Fuel"
RUBICON,Rubicon Mountain Streams,Rubicon Mountain Streams,VIC1,VIC1,AGL Hydro Partnership,AGL Hydro Partnership,13.5,2.7,0.0,,Water,Hydro - Water,"Capacity(MW), Fuel"
RUGBYR1,Rugby Run Solar Farm,Rugby Run Solar Farm,QLD1,QLD1,Adani Rugby Run Pty Ltd,Adani Rugby Run Pty Ltd,65.0,65.0,0.0,,Solar,Solar - Solar,Fuel
RYANCWF1,Ryan Corner Wind Farm,Ryan Corner Wind Farm,VIC1,VIC1,Ryan Corner Development Pty Ltd,Ryan Corner Development Pty Ltd,218.4,4.2,0.0,,Wind,Wind - Wind,"Capacity(MW), Fuel"
RYEPARK1,Rye Park Wind Farm,Rye Park Wind Farm,NSW1,NSW1,Tilt Renewables Australia Pty Ltd,Tilt Renewables Australia Pty Ltd,396.0,6.0,0.0,,Wind,Wind - Wind,"Capacity(MW), Fuel"
SALTCRK1,Salt Creek Wind Farm,Salt Creek Wind Farm,VIC1,VIC1,Salt Creek Wind Farm Pty Ltd,Salt Creek Wind Farm Pty Ltd,54.0,3.6,0.0,,Wind,Wind - Wind,"Capacity(MW), Fuel"
SAPHWF1,Sapphire Wind Farm,Sapphire Wind Farm,NSW1,NSW1,SWF1 Operations Holdings Pty Ltd as trustee for SWF1 Hold Trust,SWF1 Operations Holdings Pty Ltd as trustee for SWF1 Hold Trust,270.0,3.6,0.0,,Wind,Wind - Wind,"Capacity(MW), Fuel"
SEBSF1,Sebastopol Solar Farm,Sebastopol Solar Farm,NSW1,NSW1,Sebastopol Asset Co Pty Ltd ATF Sebastopol Asset Trust,Sebastopol Asset Co Pty Ltd ATF Sebastopol Asset Trust,90.0,2.25,0.0,,Solar,Solar - Solar,"Capacity(MW), Fuel"
SHBESS01,Stanhope BESS Project 01,Stanhope BESS Project 01,VIC1,VIC1,Globird Energy Pty Ltd,Globird Energy Pty Ltd,20.0,20.0,20.0,20.0,Battery Storage,Solar - Solar,Fuel
SHGEN,Shoalhaven,Shoalhaven,NSW1,NSW1,Origin Energy Eraring Pty Ltd,Origin Energy Eraring Pty Ltd,247.0,41.0,9200.0,480.0,Water,Hydro - Water,"Capacity(MW), Storage(MWh), Fuel"
SITHE01,Smithfield Energy Facility,Smithfield Energy Facility,NSW1,NSW1,Smithfield Power Generation Pty Ltd,Smithfield Power Generation Pty Ltd,125.7,41.9,0.0,,OCGT,Fossil - Natural Gas Pipeline,"Capacity(MW), Fuel"
SKSF1,South Keswick Solar Farm,South Keswick Solar Farm,NSW1,NSW1,Dubbo Solar Hub Pty Ltd,Dubbo Solar Hub Pty Ltd,13.9,2.32,0.0,,Solar,Solar - Solar,"Capacity(MW), Fuel"
SMCSF1,Sun Metals Corporation Solar Farm,Sun Metals Corporation Solar Farm,QLD1,QLD1,Sun Metals Corporation Pty Ltd,Sun Metals Corporation Pty Ltd,143.0,2.75,0.0,,Solar,Solar - Solar,"Capacity(MW), Fuel"
SNAPPER1,Snapper Point Power Station,Snapper Point Power Station,SA1,SA1,Port Adelaide Energy Pty Ltd,Port Adelaide Energy Pty Ltd,154.0,30.8,0.0,,OCGT,Fossil - Natural Gas,"Capacity(MW), Fuel"
SNB01,Supernode BESS,Supernode BESS,QLD1,QLD1,Supernode Operations Pty Ltd as the trustee for Supernode BESS 1 Project Trust,Supernode Operations Pty Ltd as the trustee for Supernode BESS 1 Project Trust,260.0,260.0,620.0,620.0,Battery Storage,Other - Other,Fuel
SNB02,Supernode BESS,Supernode BESS,QLD1,QLD1,Supernode Operations Pty Ltd as the trustee for Supernode BESS 1 Project Trust,Supernode Operations Pty Ltd as the trustee for Supernode BESS 1 Project Trust,260.0,260.0,1240.0,1240.0,Battery Storage,Other - Other,Fuel
SNB03,Supernode BESS,Supernode BESS,QLD1,QLD1,Supernode Operations Pty Ltd as the trustee for Supernode BESS 1 Project Trust,Supernode Operations Pty Ltd as the trustee for Supernode BESS 1 Project Trust,260.0,260.0,1240.0,1240.0,Battery Storage,Other - Other,Fuel
SNB04,Supernode BESS,Supernode BESS,QLD1,QLD1,Supernode Operations Pty Ltd as the trustee for Supernode BESS 1 Project Trust,Supernode Operations Pty Ltd as the trustee for Supernode BESS 1 Project Trust,260.0,260.0,2480.0,2480.0,Battery Storage,Other - Other,Fuel
SNB05,Supernode BESS,Supernode BESS,QLD1,QLD1,Supernode Operations Pty Ltd as the trustee for Supernode BESS 1 Project Trust,Supernode Operations Pty Ltd as the trustee for Supernode BESS 1 Project Trust,260.0,260.0,2480.0,2480.0,Battery Storage,Other - Other,Fuel
SNOWNTH1,Snowtown S2 Wind Farm,Snowtown S2 Wind Farm,SA1,SA1,Snowtown Wind Farm Stage 2 Pty Ltd,Snowtown Wind Farm Stage 2 Pty Ltd,270.0,3.0,0.0,,Wind,Wind - Wind,"Capacity(MW), Fuel"
SNOWSTH1,Snowtown S2 Wind Farm,Snowtown S2 Wind Farm,SA1,SA1,Snowtown Wind Farm Stage 2 Pty Ltd,Snowtown Wind Farm Stage 2 Pty Ltd,126.0,3.0,0.0,,Wind,Wind - Wind,"Capacity(MW), Fuel"
SNOWTWN1,Snowtown Wind Farm,Snowtown Wind Farm,SA1,SA1,Snowtown Wind Farm Pty Ltd,Snowtown Wind Farm Pty Ltd,98.7,2.1,0.0,,Wind,Wind - Wind,"Capacity(MW), Fuel"
SNUG1,Snuggery,Snuggery,SA1,SA1,Synergen Power Pty Ltd,Synergen Power Pty Ltd,63.0,21.0,0.0,,OCGT,Fossil - Diesel,"Capacity(MW), Fuel"
SNUGNL1,Snuggery,Snuggery,SA1,SA1,Synergen Power Pty Ltd,Synergen Power Pty Ltd,21.0,21.0,0.0,,OCGT,Fossil - Diesel,Fuel
SOTS1,Star of the South Wind Farm,Star of the South Wind Farm,VIC1,VIC1,Star of the South Wind Farm Pty Ltd as trustee for the Star of the South Trust,Star of the South Wind Farm Pty Ltd as trustee for the Star of the South Trust,2205.0,15.0,0.0,,Wind,Wind - Wind,"Capacity(MW), Fuel"
SRSF1,Susan River Solar Farm,Susan River Solar Farm,QLD1,QLD1,Susan River Solar Pty Ltd as trustee for the Susan River Solar Trust,Susan River Solar Pty Ltd as trustee for the Susan River Solar Trust,85.26,1.74,0.0,,Solar,Solar - Solar,"Capacity(MW), Fuel"
STAN-1,Stanwell,Stanwell,QLD1,QLD1,Stanwell Corporation Limited,Stanwell Corporation Limited,365.0,365.0,0.0,,Coal,Fossil - Black Coal,Fuel
STAN-2,Stanwell,Stanwell,QLD1,QLD1,Stanwell Corporation Limited,Stanwell Corporation Limited,365.0,365.0,0.0,,Coal,Fossil - Black Coal,Fuel
STAN-3,Stanwell,Stanwell,QLD1,QLD1,Stanwell Corporation Limited,Stanwell Corporation Limited,365.0,365.0,0.0,,Coal,Fossil - Black Coal,Fuel
STAN-4,Stanwell,Stanwell,QLD1,QLD1,Stanwell Corporation Limited,Stanwell Corporation Limited,365.0,365.0,0.0,,Coal,Fossil - Black Coal,Fuel
STARHLWF,Starfish Hill,Starfish Hill,SA1,SA1,Ratch Australia,Ratch Australia,33.0,1.5,0.0,,Wind,Wind - Wind,"Capacity(MW), Fuel"
STOCKYD1,Stockyard Hill Wind Farm,Stockyard Hill Wind Farm,VIC1,VIC1,Stockyard Hill Wind Farm Pty Ltd,Stockyard Hill Wind Farm Pty Ltd,527.56,3.0,0.0,,Wind,Wind - Wind,"Capacity(MW), Fuel"
STUBSF1,Stubbo Solar Farm,Stubbo Solar Farm,NSW1,NSW1,ACEN AUSTRALIA,ACEN AUSTRALIA,202.0,198.0,0.0,,Solar,Solar - Solar,"Capacity(MW), Fuel"
STUBSF2,Stubbo Solar Farm,Stubbo Solar Farm,NSW1,NSW1,ACEN AUSTRALIA,ACEN AUSTRALIA,198.0,202.0,0.0,,Solar,Solar - Solar,"Capacity(MW), Fuel"
STWF1,Silverton Wind Farm,Silverton Wind Farm,NSW1,NSW1,PARF Company 8 Pty Ltd as trustee for the Silverton Project Trust,PARF Company 8 Pty Ltd as trustee for the Silverton Project Trust,198.94,3.43,0.0,,Wind,Wind - Wind,"Capacity(MW), Fuel"
SUNRSF1,Sunraysia Solar Farm,Sunraysia Solar Farm,NSW1,NSW1,Sunraysia Solar Project Pty Ltd,Sunraysia Solar Project Pty Ltd,228.8,2.2,0.0,,Solar,Solar - Solar,"Capacity(MW), Fuel"
SUNTPSF1,Suntop Solar Farm,Suntop Solar Farm,NSW1,NSW1,Suntop SF Pty Ltd As Trustee For The Suntop Asset,Suntop SF Pty Ltd As Trustee For The Suntop Asset,150.0,150.0,0.0,,Solar,Solar - Solar,Fuel
SWAN_E,Swanbank E GT,Swanbank E GT,QLD1,QLD1,CleanCo Queensland Limited,CleanCo Queensland Limited,385.0,385.0,0.0,,CCGT,Fossil - Coal Seam Methane,Fuel
TAHMOOR,Tahmoor,Tahmoor,NSW1,NSW1,EDL TT Pty Ltd,EDL TT Pty Ltd,7.46,1.07,0.0,,Gas other,Fossil - Waste Coal Mine Gas,"Capacity(MW), Fuel"
TALWA1,Tallawarra,Tallawarra,NSW1,NSW1,EnergyAustralia Tallawarra Pty Ltd,EnergyAustralia Tallawarra Pty Ltd,400.0,400.0,0.0,,CCGT,Fossil - Natural Gas Pipeline,Fuel
TALWB1,Tallawarra B,Tallawarra B,NSW1,NSW1,EnergyAustralia Tallawarra Pty Ltd ,EnergyAustralia Tallawarra Pty Ltd ,320.0,320.0,0.0,,OCGT,Fossil - Natural Gas Pipeline,Fuel
TARALGA1,Taralga Wind Farm,Taralga Wind Farm,NSW1,NSW1,Energy Pacific Vic Pty Ltd,Energy Pacific Vic Pty Ltd,106.8,3.0,0.0,,Wind,Wind - Wind,"Capacity(MW), Fuel"
TARBESS1,Tarong BESS - Stanwell,Tarong BESS - Stanwell,QLD1,QLD1,Stanwell Corporation Limited,Stanwell Corporation Limited,300.0,300.0,600.0,600.0,Battery Storage,Other - Other,Fuel
TARONG#1,Tarong,Tarong,QLD1,QLD1,Stanwell Corporation Limited,Stanwell Corporation Limited,350.0,350.0,0.0,,Coal,Fossil - Black Coal,Fuel
TARONG#2,Tarong,Tarong,QLD1,QLD1,Stanwell Corporation Limited,Stanwell Corporation Limited,350.0,350.0,0.0,,Coal,Fossil - Black Coal,Fuel
TARONG#3,Tarong,Tarong,QLD1,QLD1,Stanwell Corporation Limited,Stanwell Corporation Limited,350.0,350.0,0.0,,Coal,Fossil - Black Coal,Fuel
TARONG#4,Tarong,Tarong,QLD1,QLD1,Stanwell Corporation Limited,Stanwell Corporation Limited,350.0,350.0,0.0,,Coal,Fossil - Black Coal,Fuel
TARRALEA,Tarraleah,Tarraleah,TAS1,TAS1,Hydro-Electric Corporation,Hydro-Electric Corporation,90.0,15.0,0.0,,Water,Hydro - Water,"Capacity(MW), Fuel"
TATIARA1,Tatiara Meats,Tatiara Meats,SA1,SA1,Vibe Energy Pty Ltd,Vibe Energy Pty Ltd,0.5,0.5,0.0,,Other,Fossil - Diesel,Fuel
TB2BG1,Tailem Bend Battery Project,Tailem Bend Battery Project,SA1,SA1,Vena Energy,Vena Energy,41.5,41.5,84.0,84.0,Battery Storage,Other - Other,Fuel
TB2SF1,Tailem Bend Stage 2 Solar Project,Tailem Bend Stage 2 Solar Project,SA1,SA1,Vena Energy,Vena Energy,105.0,105.0,0.0,,Solar,Solar - Solar,Fuel
TBSF1,Tailem Bend - Solar,Tailem Bend - Solar,SA1,SA1,Vena Energy,Vena Energy,108.0,108.0,0.0,,Solar,Solar - Solar,Fuel
TGNSS1,Traralgon Network Support Station,Traralgon Network Support Station,VIC1,VIC1,NovaPower Pty Ltd,NovaPower Pty Ltd,10.0,10.0,0.0,,Gas other,Fossil - Natural Gas,Fuel
THEDROP1,The Drop,The Drop,NSW1,NSW1,Pacific Hydro Investments Pty Ltd,Pacific Hydro Investments Pty Ltd,2.5,2.5,0.0,,Water,Hydro - Water,Fuel
TIB1,Torrens Island BESS,Torrens Island BESS,SA1,SA1,TIPSCO,TIPSCO,250.7,2.3,250.0,250.0,Battery Storage,Other - Other,"Capacity(MW), Fuel"
TIERIBESS1,Tieri BESS,Tieri BESS,QLD1,QLD1,FRV Service Australia Pty Ltd,FRV Service Australia Pty Ltd,103.2,4.3,200.0,200.0,Battery Storage,Other - Other,"Capacity(MW), Fuel"
TIMWEST,Timboon West Wind Farm,Timboon West Wind Farm,VIC1,VIC1,Timboon West Wind Farm Pty Ltd,Timboon West Wind Farm Pty Ltd,7.2,3.6,0.0,,Wind,Wind - Wind,"Capacity(MW), Fuel"
TITREE,Ti Tree Bioenergy,Ti Tree Bioenergy,QLD1,QLD1,Ti Tree Bioenergy,Ti Tree Bioenergy,4.5,1.1,0.0,,Biomass,Renewable Biomass or Waste - Landfill Gas,"Capacity(MW), Fuel"
TNPS1,Tarong North,Tarong North,QLD1,QLD1,Stanwell Corporation Limited,Stanwell Corporation Limited,450.0,450.0,0.0,,Coal,Fossil - Black Coal,Fuel
TOORAWF,Toora,Toora,VIC1,VIC1,Ratch Australia,Ratch Australia,21.0,1.75,0.0,,Wind,Wind - Wind,"Capacity(MW), Fuel"
TORRB1,Torrens Island B,Torrens Island B,SA1,SA1,AGL SA Generation Pty Limited ,AGL SA Generation Pty Limited ,200.0,200.0,0.0,,Gas other,Fossil - Natural Gas Pipeline,Fuel
TORRB2,Torrens Island B,Torrens Island B,SA1,SA1,AGL SA Generation Pty Limited ,AGL SA Generation Pty Limited ,200.0,200.0,0.0,,Gas other,Fossil - Natural Gas Pipeline,Fuel
TORRB3,Torrens Island B,Torrens Island B,SA1,SA1,AGL SA Generation Pty Limited ,AGL SA Generation Pty Limited ,200.0,200.0,0.0,,Gas other,Fossil - Natural Gas Pipeline,Fuel
TORRB4,Torrens Island B,Torrens Island B,SA1,SA1,AGL SA Generation Pty Limited ,AGL SA Generation Pty Limited ,200.0,200.0,0.0,,Gas other,Fossil - Natural Gas Pipeline,Fuel
TOWER,Tower,Tower,NSW1,NSW1,EDL CSM NSW Pty Ltd,EDL CSM NSW Pty Ltd,41.2,1.03,0.0,,Gas other,Fossil - Waste Coal Mine Gas,"Capacity(MW), Fuel"
TREVALLN,Trevallyn,Trevallyn,TAS1,TAS1,Hydro-Electric Corporation,Hydro-Electric Corporation,93.0,20.0,0.0,,Water,Hydro - Water,"Capacity(MW), Fuel"
TRGBESS,Terang BESS,Terang BESS,VIC1,VIC1,frv_NR,frv_NR,122.17,3.8,200.0,200.0,Battery Storage,Other - Other,"Capacity(MW), Fuel"
TRIBUTE,Tribute,Tribute,TAS1,TAS1,Hydro-Electric Corporation,Hydro-Electric Corporation,82.8,82.8,0.0,,Water,Hydro - Water,Fuel
TULLYSM1,Tully Sugar Mill,Tully Sugar Mill,QLD1,QLD1,Tully Sugar Limited,Tully Sugar Limited,32.0,32.0,0.0,,Biomass,Renewable Biomass or Waste - Bagasse,Fuel
TUMUT3,Tumut 3,Tumut 3,NSW1,NSW1,Snowy Hydro Ltd,Snowy Hydro Ltd,1500.0,250.0,0.0,,Water,Hydro - Water,"Capacity(MW), Fuel"
TUNGATIN,Tungatinah,Tungatinah,TAS1,TAS1,Hydro-Electric Corporation,Hydro-Electric Corporation,125.0,25.0,0.0,,Water,Hydro - Water,"Capacity(MW), Fuel"
TVCC201,Tamar Valley Combined Cycle,Tamar Valley Combined Cycle,TAS1,TAS1,AETV Pty Ltd,AETV Pty Ltd,208.0,140.0,0.0,,CCGT,Fossil - Natural Gas Pipeline,"Capacity(MW), Fuel"
TVPP104,Tamar Valley Peaking,Tamar Valley Peaking,TAS1,TAS1,AETV Pty Ltd,AETV Pty Ltd,58.0,58.0,0.0,,OCGT,Fossil - Natural Gas Pipeline,Fuel
ULBESS1,Ulinda Park BESS,Ulinda Park BESS,QLD1,QLD1,Ulinda Park ProjectCo Pty Ltd,Ulinda Park ProjectCo Pty Ltd,154.96,2.98,298.0,298.0,Battery Storage,Other - Other,"Capacity(MW), Fuel"
UPPTUMUT,Upper Tumut,Upper Tumut,NSW1,NSW1,Snowy Hydro Ltd,Snowy Hydro Ltd,616.0,72.0,0.0,,Water,Hydro - Water,"Capacity(MW), Fuel"
URANQ11,Uranquinty,Uranquinty,NSW1,NSW1,Origin Energy Uranquinty Power Pty Ltd,Origin Energy Uranquinty Power Pty Ltd,173.0,173.0,0.0,,OCGT,Fossil - Natural Gas Pipeline,Fuel
URANQ12,Uranquinty,Uranquinty,NSW1,NSW1,Origin Energy Uranquinty Power Pty Ltd,Origin Energy Uranquinty Power Pty Ltd,173.0,173.0,0.0,,OCGT,Fossil - Natural Gas Pipeline,Fuel
URANQ13,Uranquinty,Uranquinty,NSW1,NSW1,Origin Energy Uranquinty Power Pty Ltd,Origin Energy Uranquinty Power Pty Ltd,173.0,173.0,0.0,,OCGT,Fossil - Natural Gas Pipeline,Fuel
URANQ14,Uranquinty,Uranquinty,NSW1,NSW1,Origin Energy Uranquinty Power Pty Ltd,Origin Energy Uranquinty Power Pty Ltd,173.0,173.0,0.0,,OCGT,Fossil - Natural Gas Pipeline,Fuel
VALDORA1,Valdora Solar Farm,Valdora Solar Farm,QLD1,QLD1,Diamond Energy Pty Ltd,Diamond Energy Pty Ltd,15.0,15.0,0.0,,Solar,Solar - Solar,Fuel
VBB1,Victorian Big Battery,Victorian Big Battery,VIC1,VIC1,Victorian Big Battery Pty Ltd,Victorian Big Battery Pty Ltd,300.0,300.0,470.0,470.0,Battery Storage,Other - Other,Fuel
VP5,Vales Point B,Vales Point B,NSW1,NSW1,Delta Electricity,Delta Electricity,660.0,660.0,0.0,,Coal,Fossil - Black Coal,Fuel
VP6,Vales Point B,Vales Point B,NSW1,NSW1,Delta Electricity,Delta Electricity,660.0,660.0,0.0,,Coal,Fossil - Black Coal,Fuel
VPGS1,Valley Power,Valley Power,VIC1,VIC1,Snowy Hydro Ltd,Snowy Hydro Ltd,50.0,50.0,0.0,,OCGT,Fossil - Natural Gas Pipeline,Fuel
VPGS2,Valley Power,Valley Power,VIC1,VIC1,Snowy Hydro Ltd,Snowy Hydro Ltd,50.0,50.0,0.0,,OCGT,Fossil - Natural Gas Pipeline,Fuel
VPGS3,Valley Power,Valley Power,VIC1,VIC1,Snowy Hydro Ltd,Snowy Hydro Ltd,50.0,50.0,0.0,,OCGT,Fossil - Natural Gas Pipeline,Fuel
VPGS4,Valley Power,Valley Power,VIC1,VIC1,Snowy Hydro Ltd,Snowy Hydro Ltd,50.0,50.0,0.0,,OCGT,Fossil - Natural Gas Pipeline,Fuel
VPGS5,Valley Power,Valley Power,VIC1,VIC1,Snowy Hydro Ltd,Snowy Hydro Ltd,50.0,50.0,0.0,,OCGT,Fossil - Natural Gas Pipeline,Fuel
VPGS6,Valley Power,Valley Power,VIC1,VIC1,Snowy Hydro Ltd,Snowy Hydro Ltd,50.0,50.0,0.0,,OCGT,Fossil - Natural Gas Pipeline,Fuel
W/HOE#1,Wivenhoe,Wivenhoe,QLD1,QLD1,CleanCo Queensland Limited,CleanCo Queensland Limited,285.0,285.0,3000.0,3000.0,Water,Hydro - Water,Fuel
W/HOE#2,Wivenhoe,Wivenhoe,QLD1,QLD1,CleanCo Queensland Limited,CleanCo Queensland Limited,285.0,285.0,3000.0,3000.0,Water,Hydro - Water,Fuel
WAGGNSF1,Wagga North Solar Farm,Wagga North Solar Farm,NSW1,NSW1,Wagga Wagga Operationsco Pty Ltd as trustree for Wagga Wagga Operations Trust,Wagga Wagga Operationsco Pty Ltd as trustree for Wagga Wagga Operations Trust,36.01,1.64,0.0,,Solar,Solar - Solar,"Capacity(MW), Fuel"
WALGRV1,Wallgrove Grid Battery project,Wallgrove Grid Battery project,NSW1,NSW1,TransGrid,TransGrid,50.0,50.0,75.0,75.0,Battery Storage,Other - Other,Fuel
WAMBOWF1,Wambo Wind Farm,Wambo Wind Farm,QLD1,QLD1, Cubico Sustainable Investments Australia Pty Ltd, Cubico Sustainable Investments Australia Pty Ltd,252.0,252.0,0.0,,Wind,Wind - Wind,Fuel
WANDB1,Wandoan South BESS,Wandoan South BESS,QLD1,QLD1,Vena Evergy,Vena Evergy,100.0,100.0,150.0,150.0,Battery Storage,Other - Other,Fuel
WANDSF1,Wandoan South Solar Stage 1,Wandoan South Solar Stage 1,QLD1,QLD1,Vena Evergy,Vena Evergy,160.0,160.0,0.0,,Solar,Solar - Solar,Fuel
WARWSF1,Warwick Solar Farm,Warwick Solar Farm,QLD1,QLD1,The University of Queensland,The University of Queensland,32.1,4.01,0.0,,Solar,Solar - Solar,"Capacity(MW), Fuel"
WARWSF2,Warwick Solar Farm,Warwick Solar Farm,QLD1,QLD1,The University of Queensland,The University of Queensland,32.1,4.01,0.0,,Solar,Solar - Solar,"Capacity(MW), Fuel"
WATERLWF,Waterloo Wind Farm,Waterloo Wind Farm,SA1,SA1,Waterloo Windfarm Pty Ltd,Waterloo Windfarm Pty Ltd,130.8,3.3,0.0,,Wind,Wind - Wind,"Capacity(MW), Fuel"
WAUBRAWF,Waubra,Waubra,VIC1,VIC1,Pyrenees Wind Energy Developments,Pyrenees Wind Energy Developments,192.0,1.5,0.0,,Wind,Wind - Wind,"Capacity(MW), Fuel"
WDBESS1,Western Downs Battery,Western Downs Battery - Stage 1 And 2,QLD1,QLD1,Western Downs BESS Pty Ltd as trustee for Western Downs BESS Trust,Western Downs BESS Pty Ltd as trustee for Western Downs BESS Trust,254.94,1.82,510.0,510.0,Battery Storage,Other - Other,"Site Name, Capacity(MW), Fuel"
WDGPH1,Western Downs Green Power Hub P/L,Western Downs Green Power Hub P/L,QLD1,QLD1,Western Downs Green Power Hub Pty Ltd,Western Downs Green Power Hub Pty Ltd,399.97,2.4,0.0,,Solar,Solar - Solar,"Capacity(MW), Fuel"
WDLNGN01,Woodlawn Bioreactor Energy Generation,Woodlawn Bioreactor Energy Generation,NSW1,NSW1,Veolia Environmental Services Aust P/L,Veolia Environmental Services Aust P/L,7.46,1.07,0.0,,Biomass,Renewable Biomass or Waste - Biogas,"Capacity(MW), Fuel"
WELLSF1,Wellington Solar Farm,Wellington Solar Farm,NSW1,NSW1,Lightsource Australia SPV 4 Pty Ltd,Lightsource Australia SPV 4 Pty Ltd,216.08,1.64,0.0,,Solar,Solar - Solar,"Capacity(MW), Fuel"
WELNSF1,Wellington North Solar Farm (Lightsource),Wellington North Solar Farm (Lightsource),NSW1,NSW1,Wellington North Solar Farm Pty Ltd,Wellington North Solar Farm Pty Ltd,436.8,4.2,0.0,,Solar,Solar - Solar,"Capacity(MW), Fuel"
WEMENSF1,Wemen Solar Farm,Wemen Solar Farm,VIC1,VIC1,Wemen Asset Co Pty Ltd as Trustee to Wemen Solar Unit Trust,Wemen Asset Co Pty Ltd as Trustee to Wemen Solar Unit Trust,97.5,2.5,0.0,,Solar,Solar - Solar,"Capacity(MW), Fuel"
WESTILL1,West Illawarra Leagues Club,West Illawarra Leagues Club,NSW1,NSW1,Western Suburbs Leagues Club,Western Suburbs Leagues Club,1.43,0.72,0.0,,Other,Fossil - Diesel,"Capacity(MW), Fuel"
WGWF1,Willogoleche Wind Farm,Willogoleche Wind Farm,SA1,SA1,Willogoleche Power Pty Ltd,Willogoleche Power Pty Ltd,119.76,3.43,0.0,,Wind,Wind - Wind,"Capacity(MW), Fuel"
WHILL1,Windy Hill,Windy Hill,QLD1,QLD1,Ratch Australia,Ratch Australia,12.0,0.6,0.0,,Wind,Wind - Wind,"Capacity(MW), Fuel"
WHIT1,Whitwood Road,Whitwood Road,QLD1,QLD1,LMS Energy Pty Ltd,LMS Energy Pty Ltd,0.5,0.5,0.0,,Biomass,Renewable Biomass or Waste - Landfill Gas,Fuel
WHITSF1,Whitsunday Solar Farm,Whitsunday Solar Farm,QLD1,QLD1,Whitsunday Solar Farm Pty Ltd,Whitsunday Solar Farm Pty Ltd,57.5,2.5,0.0,,Solar,Solar - Solar,"Capacity(MW), Fuel"
WILLHOV1,William Hovel,William Hovel,VIC1,VIC1,Pacific Hydro Investments Pty Ltd,Pacific Hydro Investments Pty Ltd,1.8,1.8,0.0,,Water,Hydro - Water,Fuel
WINTSF1,Winton Solar Farm,Winton Solar Farm,VIC1,VIC1,Winton Asset Co. Pty Ltd as Trustee of the Winton Asset Trust,Winton Asset Co. Pty Ltd as Trustee of the Winton Asset Trust,85.0,85.0,0.0,,Solar,Solar - Solar,Fuel
WKIEWA1,West Kiewa,West Kiewa,VIC1,VIC1,AGL Hydro Partnership,AGL Hydro Partnership,34.0,17.0,0.0,,Water,Hydro - Water,"Capacity(MW), Fuel"
WKIEWA2,West Kiewa,West Kiewa,VIC1,VIC1,AGL Hydro Partnership,AGL Hydro Partnership,34.0,17.0,0.0,,Water,Hydro - Water,"Capacity(MW), Fuel"
WLWLSF1,Walla Walla Solar Farm,Walla Walla Solar Farm,NSW1,NSW1,FRV Australia (Walla Walla Asset Co Pty Ltd (ACN 634 728 868) as trustee for the Walla Walla Asset Trust),FRV Australia (Walla Walla Asset Co Pty Ltd (ACN 634 728 868) as trustee for the Walla Walla Asset Trust),151.97,3.17,0.0,,Solar,Solar - Solar,"Capacity(MW), Fuel"
